City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Port Blair,IN,11.6667,92.75,81.05,80,100,12.88,overcast clouds
472,Omsukchan,RU,62.5333,155.8,28.99,80,83,4.79,broken clouds
473,Bac Lieu,VN,9.285,105.7244,79.86,85,64,9.82,broken clouds
474,Porto Seguro,BR,-16.4497,-39.0647,79.32,73,20,9.22,few clouds
475,Thompson,CA,55.7435,-97.8558,54.52,55,93,7.38,overcast clouds
476,Warri,NG,5.5167,5.75,82.24,71,100,7.38,light rain
477,Tilichiki,RU,60.4667,166.1,35.44,81,20,11.52,few clouds
478,Chum Phae,TH,16.5443,102.0992,76.39,89,99,2.59,overcast clouds
479,Roberval,CA,48.5168,-72.2324,55.92,52,66,4.97,broken clouds
480,Nabire,ID,-3.3667,135.4833,73.33,92,100,2.82,overcast clouds
481,Roma,US,43.2128,-75.4557,65.88,69,100,9.22,overcast clouds
482,Honavar,IN,14.2833,74.45,77.02,88,96,3.56,overcast clouds
483,Mount Gambier,AU,-37.8333,140.7667,49.91,93,40,17.27,scattered clouds
484,Pitimbu,BR,-7.4706,-34.8086,86.59,62,64,12.33,broken clouds
485,Mujiayingzi,CN,42.1167,118.7833,57.25,35,0,6.62,clear sky
486,Kokopo,PG,-4.352,152.2633,77.16,81,87,9.06,overcast clouds
487,Inongo,CD,-1.95,18.2667,76.3,75,82,5.7,broken clouds
488,Yining,CN,29.0361,114.5636,72.12,61,0,1.66,clear sky
489,Punta Alta,AR,-38.8759,-62.0736,68.23,54,100,5.91,overcast clouds
490,Arlit,NE,18.7369,7.3853,101.62,20,74,6.31,broken clouds
491,Galle,LK,6.0367,80.217,79.61,80,13,10.4,few clouds
492,El Cobre,CU,20.0489,-75.9469,87.24,62,20,6.91,few clouds
493,Panaba,MX,21.2833,-88.2667,84.65,76,17,9.04,few clouds
494,Rio Gallegos,AR,-51.6226,-69.2181,46.45,39,20,24.16,few clouds
495,Bogande,BF,12.9714,-0.1436,86.86,57,40,13.22,scattered clouds
496,Nicoya,CR,10.1483,-85.452,80.58,81,24,2.93,few clouds
497,Ndola,ZM,-12.9587,28.6366,85.24,17,81,3.78,broken clouds
498,Nome,US,64.5011,-165.4064,48.27,87,100,35.68,moderate rain
499,Mancio Lima,BR,-7.6142,-72.8958,89.53,45,25,0.85,scattered clouds
500,Fethiye,TR,36.6217,29.1164,82.27,49,0,5.01,clear sky
501,Ryotsu,JP,38.0833,138.4333,76.89,77,95,5.19,overcast clouds
502,Kudahuvadhoo,MV,2.6708,72.8944,82.06,68,83,6.11,broken clouds
503,Cabedelo,BR,-6.9811,-34.8339,86.67,64,74,13.53,broken clouds
504,Foshan,CN,23.0268,113.1315,87.84,54,55,6.73,broken clouds
505,Pelileo,EC,-1.3167,-78.5333,66.65,58,85,5.26,light rain
506,Hovd,MN,48.0056,91.6419,46.8,47,87,5.37,overcast clouds
507,Amapa,BR,1.0,-52.0,93.16,38,18,5.53,few clouds
508,Salym,RU,60.0625,71.4789,50.25,69,99,6.29,overcast clouds
509,Santa Cruz De La Palma,ES,28.6835,-17.7642,80.74,69,20,13.8,few clouds
510,Namtsy,RU,62.7161,129.6658,40.93,95,100,3.06,overcast clouds
511,Srednekolymsk,RU,67.45,153.6833,36.43,68,100,1.3,overcast clouds
512,Hofn,IS,64.2539,-15.2082,46.56,84,100,7.85,overcast clouds
513,Corpus Christi,US,27.8006,-97.3964,89.98,74,40,5.01,scattered clouds
514,Abha,SA,18.2164,42.5053,68.25,46,40,11.5,scattered clouds
515,Nadym,RU,65.5333,72.5167,53.53,57,100,12.64,overcast clouds
516,Whitehorse,CA,60.7161,-135.0538,33.31,86,0,1.01,clear sky
517,Luganville,VU,-15.5333,167.1667,78.06,85,55,10.67,broken clouds
518,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,60,74,17.9,broken clouds
519,Banyo,CM,6.75,11.8167,71.17,89,100,3.31,moderate rain
520,Chabahar,IR,25.2919,60.643,82.08,83,0,3.42,clear sky
521,Nara,JP,34.6851,135.8049,80.49,61,100,11.5,heavy intensity rain
522,Felanitx,ES,39.4696,3.1483,77.95,54,77,15.66,broken clouds
523,Tobol,KZ,52.6844,62.5794,62.91,30,97,8.97,overcast clouds
524,Molo,KE,-0.2479,35.7374,57.07,86,70,4.68,moderate rain
525,Manama,BH,26.2154,50.5832,95.18,46,0,14.97,clear sky
526,Naryan-Mar,RU,67.6713,53.087,51.62,78,71,9.95,broken clouds
527,Conde,BR,-7.2597,-34.9075,85.46,62,75,13.8,broken clouds
528,Aksu,CN,41.1231,80.2644,78.13,22,100,1.9,overcast clouds
529,Gushikawa,JP,26.3544,127.8686,82.4,83,100,21.85,overcast clouds
530,Guangyuan,CN,32.442,105.823,68.23,95,83,3.96,broken clouds
531,Sarakhs,IR,36.5449,61.1577,80.82,23,0,9.13,clear sky
532,Mansa,IN,29.9833,75.3833,85.41,53,39,7.52,scattered clouds
533,Taunggyi,MM,20.7833,97.0333,64.63,97,100,2.75,overcast clouds
534,Egvekinot,RU,66.3167,-179.1667,35.62,94,100,17.72,light rain
535,Sao Felix Do Xingu,BR,-6.6447,-51.995,99.52,30,98,4.05,overcast clouds
536,Havoysund,NO,70.9963,24.6622,46.63,91,100,30.89,light rain
537,Morden,CA,49.1919,-98.1014,57.04,84,99,7.65,overcast clouds
538,Alice Springs,AU,-23.7,133.8833,57.22,26,0,0.0,clear sky
539,Levski,BG,43.3667,25.1333,75.56,59,100,6.96,overcast clouds
540,Salalah,OM,17.0151,54.0924,80.69,94,75,8.05,broken clouds
541,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,93.63,47,64,0.83,broken clouds
542,Cururupu,BR,-1.8283,-44.8683,86.07,61,91,8.37,overcast clouds
543,Aksha,RU,50.2814,113.2867,43.03,64,98,14.67,overcast clouds
544,Sande,DE,53.5049,8.0142,59.05,72,100,22.66,overcast clouds
545,Myitkyina,MM,25.3833,97.4,75.34,97,39,1.12,scattered clouds
546,Chelbasskaya,RU,45.9792,39.3719,82.4,41,10,3.11,clear sky
547,Terra Nova,BR,-12.3667,-40.6667,80.83,45,67,8.32,broken clouds
548,Aranos,NA,-24.1333,19.1167,89.53,9,52,10.94,broken clouds
549,Gonen,TR,40.1049,27.654,92.01,14,0,2.48,clear sky
550,Bunschoten,NL,52.2333,5.3667,63.99,61,80,16.96,broken clouds
551,Tabou,CI,4.423,-7.3528,79.34,76,63,12.21,broken clouds
552,Kontagora,NG,10.3999,5.4695,72.43,96,100,4.12,overcast clouds
553,Djenne,ML,13.9061,-4.5533,87.62,54,97,10.29,overcast clouds
554,Rongcheng,CN,30.634,117.8517,70.92,76,0,3.04,clear sky
555,Dharchula,IN,29.85,80.5333,70.9,90,91,1.83,overcast clouds
556,Yelizovo,RU,53.1873,158.3805,37.11,93,2,7.0,clear sky
557,Te Anau,NZ,-45.4167,167.7167,36.45,91,97,1.1,overcast clouds
558,Seoul,KR,37.5683,126.9778,74.59,81,32,1.88,scattered clouds
559,Deer Lake,CA,49.1667,-57.4316,49.68,80,100,10.92,overcast clouds
560,Hay River,CA,60.8156,-115.7999,49.57,86,100,6.42,overcast clouds
561,Gorontalo,ID,0.5412,123.0595,74.53,94,100,3.0,overcast clouds
562,Yuanping,CN,38.7153,112.7575,68.83,56,13,2.06,few clouds
563,Altamira,BR,-3.2033,-52.2064,96.28,36,94,5.68,overcast clouds
564,Milove,UA,49.3787,40.1302,68.34,49,39,0.4,scattered clouds
565,Waggaman,US,29.9185,-90.2109,84.99,70,40,12.66,scattered clouds
566,Looc,PH,12.2605,121.9926,80.71,80,99,14.52,overcast clouds
567,Mastic Beach,US,40.7668,-72.8521,70.11,62,98,5.01,overcast clouds
568,Shimoda,JP,34.6667,138.95,75.11,90,100,13.35,overcast clouds
569,Chistogorskiy,RU,53.9835,87.3843,49.28,69,8,4.5,clear sky
570,Leningradskiy,RU,69.3833,178.4167,34.23,99,100,16.67,snow
571,Uyuni,BO,-20.4597,-66.825,49.75,18,0,18.21,clear sky
572,Honiara,SB,-9.4333,159.95,77.49,86,91,4.52,overcast clouds
573,Shelburne,CA,44.0787,-80.2041,70.75,80,80,9.91,broken clouds
574,Bukama,CD,-9.2,25.85,94.6,22,73,7.67,broken clouds
575,Camana,PE,-16.6228,-72.7111,64.6,72,57,9.93,broken clouds
576,Puerto Penasco,MX,31.3167,-113.5333,76.98,73,0,0.0,clear sky
577,Hvide Sande,DK,56.0045,8.1294,57.09,70,100,33.02,overcast clouds
578,Antofagasta,CL,-23.65,-70.4,60.08,63,7,6.31,clear sky
579,Leshukonskoye,RU,64.8989,45.7622,50.92,92,100,9.37,light rain
580,Prince Rupert,CA,54.3161,-130.3201,49.69,96,75,10.36,broken clouds
581,Lavrentiya,RU,65.5833,-171.0,43.02,96,100,22.91,light rain
582,Nurobod,UZ,40.9056,69.8023,72.81,21,100,1.05,overcast clouds
583,Pangnirtung,CA,66.1451,-65.7125,43.47,65,100,1.68,overcast clouds
584,Shubarshi,KZ,48.5872,57.1869,68.94,46,53,2.35,broken clouds
585,Victoria,HK,22.2855,114.1577,88.18,78,43,8.99,scattered clouds
586,Ossora,RU,59.2353,163.0719,38.26,74,13,7.34,few clouds
587,Kashi,CN,39.4547,75.9797,74.98,28,100,13.65,overcast clouds
588,Yanam,IN,16.7333,82.2167,78.78,91,59,5.35,broken clouds
589,Pochutla,MX,15.7432,-96.4661,71.82,96,100,2.59,overcast clouds
590,Oistins,BB,13.0667,-59.5333,87.89,74,75,14.97,broken clouds
591,Boddam,GB,57.4667,-1.7833,54.64,70,90,20.45,overcast clouds
592,Voznesenye,RU,61.0106,35.4781,49.91,88,100,10.85,overcast clouds
593,Asino,RU,56.9979,86.1452,50.07,72,100,4.32,overcast clouds
594,Nelson Bay,AU,-32.7167,152.15,62.1,58,2,15.01,clear sky
595,Jijiga,ET,9.35,42.8,71.65,55,75,5.95,broken clouds
596,Zaranj,AF,30.9667,61.8833,89.96,11,0,14.34,clear sky
597,Airai,TL,-8.9266,125.4092,60.48,65,94,1.61,overcast clouds
598,Malanville,BJ,11.8685,3.3899,81.21,76,88,3.2,moderate rain
599,Shu,KZ,43.5983,73.7614,68.61,20,9,11.27,clear sky
600,Sangin,AF,32.0728,64.8359,85.95,8,0,6.42,clear sky
601,Poum,NC,-20.2333,164.0167,74.21,71,0,17.38,clear sky
602,Hami,CN,42.8,93.45,72.43,14,56,6.96,broken clouds
603,Ladario,BR,-19.0047,-57.6017,88.09,37,0,12.66,clear sky
604,Terra Santa,BR,-2.1042,-56.4869,99.09,30,100,6.76,overcast clouds
605,Trinidad,BO,-14.8333,-64.9,90.99,31,4,5.26,clear sky
606,Maldonado,UY,-34.6667,-54.9167,67.39,54,100,17.65,overcast clouds
607,Sangmelima,CM,2.9333,11.9833,75.61,92,99,3.58,moderate rain
608,Kupino,RU,54.3663,77.2981,51.91,59,22,7.52,few clouds
609,Port Augusta,AU,-32.5,137.7667,48.25,79,9,6.51,clear sky
610,Dicabisagan,PH,17.0818,122.4157,78.08,89,100,3.33,overcast clouds
611,Belfast,GB,54.5833,-5.9333,59.59,56,75,10.36,broken clouds
612,Korla,CN,41.7597,86.1469,75.47,18,100,8.28,overcast clouds
613,Ucluelet,CA,48.9329,-125.5528,47.08,91,99,3.11,overcast clouds
614,Robertsport,LR,6.7533,-11.3686,78.03,85,60,14.99,moderate rain
615,Ojinaga,MX,29.5667,-104.4167,79.75,65,0,6.91,clear sky
616,Birao,CF,10.2849,22.7882,72.73,93,100,2.33,overcast clouds
617,Karasburg,NA,-28.0167,18.75,73.87,36,99,24.99,light rain
618,Micheweni,TZ,-4.9667,39.8333,76.66,71,98,10.56,overcast clouds
619,Palmer,US,42.1584,-72.3287,65.34,55,20,4.61,few clouds
620,Kargasok,RU,59.0556,80.8572,50.43,77,100,4.76,overcast clouds
621,Haian,CN,32.5436,120.45,73.99,1,7,6.22,clear sky
622,Bireun,ID,5.203,96.7009,79.7,81,44,4.5,scattered clouds
623,Jiujiang,CN,29.7333,115.9833,80.01,53,45,3.8,scattered clouds
624,Caucaia,BR,-3.7361,-38.6531,85.95,58,75,17.27,broken clouds
625,Karaton,ID,-6.3424,106.1045,74.44,91,72,1.66,broken clouds
626,Pak Phanang,TH,8.3511,100.202,81.36,71,72,8.21,broken clouds
627,Chara,RU,56.9064,118.2631,41.34,71,100,4.59,overcast clouds
628,Medicine Hat,CA,50.0501,-110.6683,55.22,72,24,5.01,few clouds
629,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,55,67,18.61,broken clouds
630,Broome,US,42.2506,-75.833,72.66,71,0,3.44,clear sky
631,Den Helder,NL,52.9599,4.7593,59.99,58,40,21.99,scattered clouds
632,Nortelandia,BR,-14.4547,-56.8028,102.06,22,7,3.13,clear sky
633,Taltal,CL,-25.4,-70.4833,59.74,66,0,6.15,clear sky
634,Thung Song,TH,8.1645,99.6804,74.77,86,12,3.76,few clouds
635,Pangai,TO,-19.8,-174.35,76.48,81,7,10.89,clear sky
636,Souillac,MU,-20.5167,57.5167,71.98,78,40,14.97,light rain
637,Prainha,BR,-1.8,-53.48,94.21,40,48,5.99,scattered clouds
638,Cervo,ES,43.6702,-7.4101,68.97,68,100,19.53,overcast clouds
639,Manguito,CU,22.5881,-80.9144,87.03,63,61,10.65,broken clouds
640,Klaksvik,FO,62.2266,-6.589,52.72,72,100,5.57,overcast clouds
641,Sioux Lookout,CA,50.1001,-91.917,53.67,100,100,4.61,mist
642,Nampula,MZ,-15.1165,39.2666,83.17,27,19,11.21,few clouds
643,Borogontsy,RU,62.6683,131.1683,41.38,96,100,4.34,overcast clouds
644,Daru,PG,-9.0763,143.2092,79.11,89,94,12.21,overcast clouds
645,Toora-Khem,RU,52.4675,96.11,42.21,90,96,1.59,overcast clouds
646,Fukue,JP,32.6881,128.8419,80.47,85,100,24.94,overcast clouds
647,Kaoma,ZM,-14.7833,24.8,90.75,15,52,3.04,broken clouds
648,Brae,GB,60.3964,-1.353,49.24,70,97,18.1,overcast clouds
649,Chamonix-Mont-Blanc,FR,45.9238,6.8693,60.49,55,44,7.25,scattered clouds
650,Seydi,TM,39.4816,62.9137,80.29,20,5,10.65,clear sky
651,Bundaberg,AU,-24.85,152.35,65.21,99,40,5.75,scattered clouds
652,Biarritz,FR,43.4801,-1.5556,77.65,52,0,11.5,clear sky
653,Steenwijk,NL,52.7875,6.1208,58.01,77,54,8.01,broken clouds
654,Webuye,KE,0.6075,34.7697,68.9,81,65,4.09,light rain
655,Nioro,GM,13.35,-15.75,81.68,79,100,8.28,overcast clouds
656,Fayaoue,NC,-20.65,166.5333,74.35,68,8,13.2,clear sky
657,Roebourne,AU,-20.7833,117.1333,73.31,51,5,7.56,clear sky
658,Macon,US,39.8667,-88.9668,78.26,69,40,9.22,scattered clouds
659,Severo-Yeniseyskiy,RU,60.3725,93.0408,42.87,92,96,3.18,overcast clouds
660,Yulara,AU,-25.2406,130.9889,60.53,24,0,8.14,clear sky
661,Hella,NO,67.2,14.4333,58.05,73,0,10.36,clear sky
662,San Isidro,PE,-12.1167,-77.05,60.39,77,100,14.97,overcast clouds
663,Belmonte,BR,-15.8631,-38.8828,77.56,69,81,5.64,broken clouds
664,Diego De Almagro,CL,-26.3667,-70.05,65.14,23,56,5.66,broken clouds
665,Tygda,RU,53.1167,126.3333,48.79,99,100,6.62,moderate rain
666,Poya,NC,-21.35,165.15,67.41,80,1,6.51,clear sky
667,Rantepao,ID,-2.9701,119.8978,67.46,96,100,1.86,overcast clouds
668,Gonbad-E Qabus,IR,37.25,55.1672,82.9,29,0,3.76,clear sky
669,Vicam,MX,27.6333,-110.2833,84.54,59,0,5.44,clear sky
670,Sale,MA,34.0389,-6.8166,77.68,69,20,12.66,few clouds
671,Maun,BW,-19.9833,23.4167,90.19,11,0,5.3,clear sky
672,Charlestown,AU,-32.95,151.6667,60.58,59,0,11.99,clear sky
673,Rafai,CF,4.95,23.9167,76.96,85,86,1.88,light rain
674,Grindavik,IS,63.8424,-22.4338,52.27,71,75,4.61,broken clouds
675,Kansanshi,ZM,-12.0951,26.4273,84.18,20,71,6.24,broken clouds
676,Petrovac,RS,44.3769,21.4192,57.25,93,100,3.44,overcast clouds
677,Skegness,GB,53.1436,0.3363,64.06,53,90,17.31,overcast clouds
678,Ust-Nera,RU,64.5667,143.2,33.67,96,95,6.08,overcast clouds
679,Jaciara,BR,-15.9653,-54.9683,98.98,24,5,2.01,clear sky
680,Chernushka,RU,56.5072,56.0766,56.64,97,100,11.3,overcast clouds
681,Black Forest,US,39.0131,-104.7008,65.34,43,0,8.05,clear sky
682,Kericho,KE,-0.3677,35.2831,59.18,91,95,2.3,light rain
683,Kazachinskoye,RU,57.6953,93.2761,44.08,95,40,3.24,scattered clouds
684,Tanda,IN,26.55,82.65,77.58,91,100,4.94,moderate rain
685,Nador,MA,35.174,-2.9287,79.05,57,20,6.91,few clouds
686,Nuuk,GL,64.1835,-51.7216,50.61,93,75,10.36,broken clouds
687,Miguel Hidalgo,MX,19.4225,-99.2028,64.33,72,75,5.75,broken clouds
688,Boyolangu,ID,-8.1181,111.8935,74.68,88,38,3.91,scattered clouds
689,Nosy Varika,MG,-20.5833,48.5333,70.45,77,2,7.31,clear sky
690,Sayyan,YE,15.1718,44.3244,71.67,27,90,10.54,overcast clouds
691,Irtyshskiy,RU,58.3333,68.1333,52.36,52,81,10.49,broken clouds
692,Fallon,US,39.4735,-118.7774,62.46,30,83,8.88,broken clouds
693,Oktyabrskiy,RU,54.4815,53.471,61.57,90,100,12.68,overcast clouds
694,Trelew,AR,-43.249,-65.3051,50.9,57,100,11.72,overcast clouds
695,Vredendal,ZA,-31.6683,18.5012,61.43,61,100,21.0,overcast clouds
696,Trogir,HR,43.5125,16.2517,60.85,77,0,25.32,clear sky
697,Biak,ID,-0.9131,122.8766,75.13,82,100,5.03,overcast clouds
698,Mehamn,NO,71.0357,27.8492,46.31,100,100,18.41,drizzle rain
699,Mumford,GH,5.2618,-0.759,78.42,78,27,11.77,scattered clouds
700,Liverpool,GB,53.4106,-2.9779,62.29,61,40,18.41,scattered clouds
701,Belebey,RU,54.1167,54.1167,58.5,96,100,12.35,overcast clouds
702,Salamiyah,SY,35.0113,37.0532,91.04,17,0,13.96,clear sky
703,Buchanan,LR,5.8808,-10.0467,78.96,81,84,13.53,light rain
704,Ola,RU,59.5833,151.2833,42.84,51,0,5.88,clear sky
705,Eyl,SO,7.9803,49.8164,78.03,80,34,23.15,scattered clouds
706,Havelock,US,34.8791,-76.9013,78.78,80,0,8.05,clear sky
707,Sinnamary,GF,5.3833,-52.95,86.77,65,12,11.61,few clouds
